'of he' | In regular: 95 | In spam: 51 | logProbRegular: -4.545867 | logProbSpam: -5.535635
'ake care' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'care of' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'of you' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'of reflecio' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'reflecio hese' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'hese are' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'are all' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'all ways' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'sayig we' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'we should' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'should wha' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'wha he' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'he saw' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'saw seemed' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'seemed uusual' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'say he' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'was srage' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'srage olie' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'olie collecio' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'of show' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'show or' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'or were' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'were hey' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'hey ope' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'ope she' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'she could' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'could kow' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'kow lydia' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'lydia fel' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'fel ohig' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'ohig saw' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'saw ohig' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'ohig heard' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'some ype' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'of godhead' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'godhead maybe' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'week he' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'he would' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'would push' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'push hrough' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'hrough her' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'be oo' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'oo lae' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'lae ad' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'ad him' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'him seemed' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'seemed ha' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'ha boh' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'boh purposes' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'purposes migh' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'migh perchace' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'perchace be' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'be achieved' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'achieved if' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'if messegers' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'messegers from' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'he gomes' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'gomes should' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'should wi' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'valior ad' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'ad plead' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'plead for' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'for pardo' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'pardo adfor' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'adfor piy' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'piy upo' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'he earh' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'earh for' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'he love' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'love of' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'of palrie' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'palrie youre' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'youre idea' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'idea regardig' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'regardig he' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'he useless' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'useless bra' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'bra ha' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'ha ridiculously' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'ridiculously ook' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'ook is' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'for cofidece' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'ma now' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'ma mus' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'mus give' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'he appearace' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'appearace of' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'beig part' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'was ivied' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'ivied ford' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'ford replied' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'replied jus' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'jus came' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'ouwhy wha' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'wha are' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'are you' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'you lookig' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'lookig forill' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'forill kow' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'kow whe' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'ford said' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'said keih' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'keih frowed' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'frowed ad' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'ad looked' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'his parer' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'parer im' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'im here' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'ake you' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'habis they' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'they will' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'will pay' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'pay off' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'your eeager' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'eeager too' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'too ill' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'ill jus' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'jus ell' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'ell em' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'em you' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'you received' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'fro of' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'les see' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'half im' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'im goig' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'be siig' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'ciema somewhere' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'somewhere kockig' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'kockig back' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'back cokes' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'cokes ad' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'ad havig' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'great ime' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'believe sar' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'wars episode' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'episode iii' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'iii is' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'is goig' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'bes sar' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'ha aio' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'ed briais' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'briais cosly' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'cosly salemaed' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'salemaed effor' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'crush he' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'he revoluio' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'revoluio bor' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'scolad uder' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'uder modes' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'modes circumsaces' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'circumsaces joh' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'joh paul' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'paul we' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'ad added' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'added joes' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'his ame' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'cover his' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'his geius' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'geius bu' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'sugges ha' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'ha feeligs' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'feeligs of' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'of newos' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'newos oheress' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'oheress may' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'ye afer' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'afer our' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'our rip' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'he earhs' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'earhs presece' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'presece kow' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'kow wih' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'sile roar' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'roar however' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'however hough' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'hough her' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'her had' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'had fel' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'fel safe' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'his ile' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'ile dr' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'dr mukherjee' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'mukherjee bases' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'bases his' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'his uopia' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'uopia ideas' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'spiriual priciple' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'priciple called' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'called swadhyay' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'swadhyay swadhyay' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'swadhyay has' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'bee pu' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'pu io' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'io pracice' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
'of villages' | In regular: 0 | In spam: 1 | logProbRegular: -11.197530 | logProbSpam: -9.467460
